EmployeeID,Attrition,Age,TravelProfile,Department,HomeToWork,EducationField,Gender,HourlnWeek,Involvement,WorkLifeBalance,Designation,JobSatisfaction,ESOPs,NumCompaniesWorked,OverTime,SalaryHikelastYear,WorkExperience,LastPromotion,CurrentProfile,MaritalStatus,MonthlyIncome,Data
5110038.0,0.0,51.0,Rarely,Analytics,5.0,CA,Male,66.0,3.0,5.0,AVP,3.0,0.0,6.0,0.0,22.0,31.0,1.0,4.0,Married,33639.0,train
5110039.0,1.0,20.0,Rarely,Sales,24.0,Other,Male,39.0,4.0,1.0,Executive,4.0,0.0,2.0,1.0,19.0,2.0,1.0,1.0,Single,18121.0,train
5110040.0,1.0,35.0,Yes,Sales,19.0,Marketing Diploma,Female,67.0,3.0,3.0,Manager,3.0,1.0,0.0,1.0,23.0,5.0,3.0,2.0,Divorced,19614.0,train
5110041.0,0.0,34.0,Yes,Analytics,3.0,Statistics,Female,70.0,3.0,4.0,Senior Manager,1.0,0.0,2.0,1.0,18.0,16.0,9.0,13.0,Single,29458.0,train
5110042.0,1.0,25.0,Rarely,Analytics,20.0,Statistics,Female,69.0,3.0,2.0,Executive,4.0,1.0,2.0,0.0,19.0,2.0,1.0,1.0,Married,18210.0,train
5110043.0,1.0,43.0,Yes,Analytics,22.0,CA,Male,59.0,1.0,2.0,Executive,3.0,0.0,7.0,1.0,18.0,8.0,3.0,3.0,Married,18759.0,train
5110044.0,0.0,35.0,Yes,Analytics,3.0,CA,Female,37.0,3.0,5.0,Manager,4.0,0.0,5.0,0.0,16.0,10.0,1.0,2.0,Single,19425.0,train
5110045.0,0.0,50.0,Rarely,Analytics,11.0,Engineer,Male,80.0,4.0,5.0,Senior Manager,2.0,0.0,6.0,0.0,20.0,20.0,1.0,3.0,Single,25496.0,train
5110046.0,0.0,38.0,Rarely,Analytics,24.0,Statistics,Male,52.0,3.0,3.0,Manager,2.0,0.0,9.0,0.0,19.0,10.0,1.0,2.0,Married,20745.0,train
5110047.0,1.0,34.0,Yes,Analytics,8.0,Statistics,Male,66.0,5.0,4.0,Manager,3.0,1.0,1.0,1.0,29.0,10.0,0.0,6.0,Single,21074.0,train
5110048.0,0.0,36.0,Rarely,Analytics,5.0,Statistics,Female,59.0,3.0,1.0,Executive,3.0,0.0,1.0,0.0,24.0,1.0,0.0,0.0,Single,17318.0,train
5110049.0,0.0,57.0,Rarely,Analytics,25.0,Statistics,Male,53.0,2.0,4.0,Senior Manager,2.0,1.0,3.0,1.0,21.0,12.0,1.0,4.0,Married,24439.0,train
5110050.0,0.0,30.0,Rarely,Sales,13.0,Statistics,Male,61.0,3.0,4.0,Executive,3.0,0.0,2.0,0.0,17.0,2.0,1.0,1.0,Single,18642.0,train
5110051.0,1.0,36.0,Rarely,Analytics,11.0,Statistics,Female,59.0,4.0,4.0,Executive,4.0,0.0,2.0,0.0,18.0,2.0,1.0,1.0,Single,17261.0,train
5110052.0,0.0,40.0,Yes,Analytics,1.0,Statistics,Male,78.0,4.0,1.0,AVP,4.0,0.0,1.0,0.0,27.0,22.0,11.0,11.0,Divorced,28503.0,train
5110053.0,0.0,31.0,Yes,Sales,9.0,Statistics,Male,67.0,1.0,3.0,Executive,2.0,1.0,0.0,0.0,17.0,3.0,2.0,2.0,Divorced,17791.0,train
5110054.0,0.0,43.0,Yes,Sales,27.0,Statistics,Male,62.0,3.0,3.0,AVP,2.0,1.0,1.0,1.0,17.0,25.0,4.0,12.0,Divorced,31959.0,train
5110055.0,0.0,39.0,Rarely,Analytics,18.0,Statistics,Male,64.0,4.0,5.0,Senior Manager,2.0,1.0,1.0,1.0,20.0,13.0,3.0,10.0,Married,27510.0,train
5110056.0,1.0,32.0,Rarely,Analytics,10.0,CA,Female,41.0,3.0,3.0,Executive,5.0,1.0,7.0,0.0,27.0,10.0,0.0,4.0,Single,19200.0,train
5110057.0,0.0,34.0,Rarely,Sales,9.0,Engineer,Male,62.0,1.0,1.0,Manager,3.0,1.0,1.0,0.0,26.0,10.0,4.0,8.0,Married,21799.0,train
5110058.0,1.0,32.0,Rarely,Sales,3.0,Marketing Diploma,Male,52.0,4.0,4.0,Manager,4.0,0.0,7.0,1.0,17.0,7.0,2.0,2.0,Single,24907.0,train
5110059.0,0.0,36.0,Rarely,Analytics,22.0,CA,Male,79.0,1.0,3.0,Executive,4.0,0.0,1.0,0.0,23.0,14.0,2.0,13.0,Married,17028.0,train
5110060.0,0.0,34.0,Rarely,Analytics,9.0,CA,Male,52.0,1.0,1.0,Manager,3.0,0.0,2.0,0.0,17.0,6.0,1.0,2.0,Married,19404.0,train
5110061.0,0.0,36.0,Rarely,Sales,3.0,Engineer,Male,59.0,3.0,1.0,Executive,5.0,0.0,3.0,0.0,18.0,3.0,0.0,0.0,Married,17322.0,train
5110062.0,1.0,29.0,Rarely,Sales,24.0,Statistics,Female,45.0,4.0,5.0,Senior Manager,5.0,0.0,1.0,0.0,18.0,11.0,3.0,10.0,Divorced,22336.0,train
5110063.0,0.0,42.0,No,Sales,13.0,CA,Male,42.0,5.0,5.0,Manager,4.0,0.0,2.0,0.0,19.0,20.0,12.0,10.0,Single,22151.0,train
5110064.0,0.0,44.0,Rarely,Sales,29.0,CA,Female,53.0,1.0,1.0,AVP,1.0,1.0,3.0,1.0,23.0,23.0,11.0,11.0,Married,28320.0,train
5110065.0,1.0,32.0,Rarely,Analytics,1.0,Statistics,Male,62.0,4.0,3.0,Executive,3.0,1.0,0.0,1.0,19.0,4.0,1.0,3.0,Single,18730.0,train
5110066.0,0.0,26.0,Rarely,Sales,1.0,Statistics,Male,57.0,3.0,5.0,Manager,3.0,1.0,1.0,0.0,22.0,8.0,7.0,7.0,Married,20296.0,train
5110067.0,0.0,26.0,Rarely,Analytics,22.0,CA,Male,69.0,3.0,3.0,Executive,1.0,1.0,4.0,0.0,17.0,8.0,2.0,3.0,Married,19669.0,train
5110068.0,0.0,34.0,Rarely,Analytics,3.0,Statistics,Female,44.0,4.0,4.0,Manager,1.0,0.0,1.0,0.0,20.0,7.0,2.0,5.0,Single,22949.0,train
5110069.0,0.0,29.0,Rarely,Analytics,4.0,CA,Male,63.0,4.0,5.0,Senior Manager,3.0,0.0,1.0,0.0,23.0,10.0,0.0,7.0,Divorced,26935.0,train
5110070.0,0.0,35.0,Rarely,Analytics,13.0,Statistics,Male,55.0,3.0,5.0,Executive,4.0,1.0,2.0,0.0,20.0,2.0,2.0,1.0,Married,18008.0,train
5110071.0,1.0,21.0,Yes,Sales,12.0,Marketing Diploma,Male,56.0,3.0,4.0,Executive,2.0,0.0,2.0,1.0,20.0,3.0,1.0,3.0,Single,18323.0,train
5110072.0,0.0,44.0,Yes,Analytics,30.0,Statistics,Female,55.0,3.0,5.0,Senior Manager,5.0,1.0,9.0,0.0,17.0,19.0,1.0,2.0,Divorced,26820.0,train
5110073.0,0.0,37.0,No,Analytics,26.0,CA,Female,72.0,3.0,1.0,Manager,3.0,1.0,3.0,1.0,20.0,15.0,10.0,7.0,Married,19449.0,train
5110074.0,1.0,39.0,Rarely,Analytics,32.0,CA,Male,72.0,3.0,2.0,Manager,5.0,1.0,8.0,1.0,20.0,18.0,1.0,1.0,Married,22673.0,train
5110075.0,0.0,41.0,Rarely,Sales,24.0,Statistics,Male,80.0,3.0,3.0,Senior Manager,3.0,0.0,3.0,1.0,21.0,21.0,0.0,2.0,Single,22082.0,train
5110076.0,0.0,30.0,Rarely,Analytics,6.0,Engineer,Female,54.0,3.0,3.0,Executive,5.0,0.0,5.0,0.0,19.0,8.0,2.0,8.0,Married,18204.0,train
5110077.0,0.0,40.0,Rarely,Sales,11.0,Marketing Diploma,Male,67.0,4.0,5.0,Senior Manager,4.0,1.0,2.0,0.0,17.0,11.0,0.0,0.0,Married,24705.0,train
5110078.0,0.0,41.0,Rarely,Sales,17.0,Statistics,Female,56.0,3.0,4.0,Manager,5.0,0.0,2.0,0.0,21.0,6.0,2.0,3.0,Married,20639.0,train
5110079.0,0.0,43.0,Yes,Analytics,10.0,CA,Male,72.0,3.0,5.0,Manager,3.0,0.0,3.0,1.0,18.0,10.0,4.0,7.0,Married,20679.0,train
5110080.0,1.0,36.0,Rarely,Sales,12.0,CA,Male,61.0,3.0,4.0,Executive,1.0,1.0,2.0,0.0,19.0,2.0,1.0,1.0,Single,17081.0,train
5110081.0,0.0,32.0,Rarely,Analytics,4.0,Statistics,Female,39.0,3.0,1.0,Senior Manager,2.0,1.0,3.0,0.0,20.0,10.0,7.0,7.0,Single,26159.0,train
5110082.0,0.0,38.0,Rarely,Analytics,5.0,CA,Female,57.0,3.0,3.0,Executive,3.0,1.0,7.0,0.0,24.0,7.0,0.0,0.0,Married,18306.0,train
5110083.0,0.0,52.0,Rarely,Analytics,1.0,Statistics,Male,65.0,4.0,1.0,VP,3.0,0.0,0.0,0.0,19.0,34.0,11.0,9.0,Married,34999.0,train
5110084.0,0.0,38.0,Yes,Analytics,3.0,Statistics,Female,75.0,1.0,4.0,Manager,5.0,0.0,6.0,1.0,17.0,17.0,4.0,12.0,Single,20980.0,train
5110085.0,0.0,27.0,No,Sales,1.0,Marketing Diploma,Male,73.0,3.0,4.0,Manager,4.0,1.0,0.0,1.0,18.0,10.0,1.0,4.0,Divorced,21349.0,train
5110086.0,0.0,52.0,Rarely,Analytics,7.0,Engineer,Male,78.0,3.0,4.0,Manager,5.0,0.0,3.0,1.0,17.0,18.0,6.0,9.0,Married,20577.0,train
5110087.0,1.0,31.0,Rarely,Sales,7.0,Statistics,Male,76.0,5.0,1.0,Manager,3.0,0.0,4.0,1.0,23.0,10.0,7.0,7.0,Divorced,21172.0,train
5110088.0,1.0,26.0,Rarely,Analytics,6.0,CA,Male,63.0,3.0,3.0,Executive,5.0,1.0,6.0,0.0,19.0,7.0,1.0,3.0,Married,20031.0,train
5110089.0,1.0,32.0,Rarely,Analytics,9.0,Statistics,Male,57.0,3.0,4.0,Executive,1.0,0.0,1.0,1.0,29.0,1.0,0.0,1.0,Single,17795.0,train
5110090.0,1.0,53.0,Rarely,Analytics,11.0,CA,Male,57.0,4.0,1.0,Manager,4.0,1.0,3.0,0.0,21.0,12.0,8.0,8.0,Divorced,20941.0,train
5110091.0,1.0,24.0,Rarely,Analytics,9.0,Statistics,Male,65.0,1.0,2.0,Executive,5.0,0.0,2.0,1.0,27.0,2.0,1.0,1.0,Married,17601.0,train
5110092.0,1.0,31.0,Rarely,Marketing,19.0,MBA,Male,59.0,1.0,4.0,Executive,5.0,1.0,0.0,0.0,22.0,2.0,0.0,0.0,Married,17956.0,train
5110093.0,0.0,36.0,Rarely,Analytics,16.0,Statistics,Male,59.0,3.0,4.0,Executive,1.0,0.0,1.0,0.0,24.0,6.0,1.0,5.0,Single,17340.0,train
5110094.0,0.0,33.0,Rarely,Analytics,3.0,CA,Male,35.0,3.0,2.0,Manager,1.0,1.0,2.0,1.0,28.0,10.0,8.0,9.0,Married,22162.0,train
5110095.0,0.0,43.0,Yes,Analytics,10.0,CA,Male,72.0,3.0,4.0,Manager,3.0,0.0,3.0,1.0,18.0,10.0,4.0,7.0,Married,20679.0,train
5110096.0,1.0,44.0,Rarely,Analytics,16.0,CA,Female,73.0,3.0,4.0,Senior Manager,2.0,1.0,1.0,0.0,20.0,10.0,0.0,5.0,Divorced,22978.0,train
5110097.0,0.0,32.0,No,Analytics,8.0,CA,Male,76.0,3.0,3.0,Manager,5.0,0.0,1.0,0.0,25.0,11.0,2.0,8.0,Single,25936.0,train
5110098.0,0.0,40.0,Yes,Sales,6.0,Statistics,Male,48.0,4.0,3.0,Senior Manager,5.0,1.0,5.0,1.0,26.0,20.0,1.0,12.0,Divorced,25475.0,train
5110099.0,1.0,34.0,Rarely,Analytics,17.0,CA,Male,60.0,3.0,5.0,Executive,1.0,1.0,6.0,1.0,19.0,9.0,1.0,5.0,Married,18436.0,train
5110100.0,1.0,48.0,Yes,Sales,12.0,Statistics,Male,54.0,5.0,4.0,AVP,3.0,1.0,8.0,0.0,17.0,26.0,15.0,11.0,Married,28936.0,train
5110101.0,0.0,28.0,Rarely,Analytics,11.0,CA,Male,74.0,3.0,2.0,Executive,4.0,1.0,1.0,0.0,27.0,1.0,0.0,0.0,Married,16052.0,train
5110102.0,0.0,29.0,Rarely,Analytics,8.0,Statistics,Male,52.0,3.0,2.0,Manager,1.0,1.0,1.0,1.0,16.0,6.0,1.0,0.0,Married,21623.0,train
5110103.0,0.0,32.0,Rarely,Analytics,27.0,CA,Female,68.0,4.0,5.0,Manager,5.0,1.0,2.0,0.0,20.0,11.0,2.0,9.0,Single,22812.0,train
5110104.0,1.0,29.0,Yes,Sales,14.0,Engineer,Female,51.0,3.0,2.0,Manager,4.0,0.0,5.0,0.0,16.0,7.0,1.0,0.0,Single,20765.0,train
5110105.0,0.0,36.0,No,Analytics,1.0,CA,Female,33.0,4.0,5.0,Manager,3.0,1.0,0.0,0.0,20.0,4.0,1.0,2.0,Married,19374.0,train
5110106.0,0.0,33.0,No,Sales,5.0,Statistics,Female,78.0,3.0,5.0,Executive,5.0,0.0,2.0,0.0,18.0,2.0,1.0,3.0,Married,18827.0,train
5110107.0,0.0,34.0,No,Analytics,4.0,Statistics,Male,40.0,4.0,4.0,Executive,2.0,1.0,3.0,0.0,22.0,6.0,0.0,0.0,Divorced,17979.0,train
5110108.0,1.0,24.0,Yes,Analytics,8.0,Statistics,Female,55.0,3.0,4.0,Executive,3.0,0.0,1.0,1.0,21.0,6.0,1.0,2.0,Married,17886.0,train
5110109.0,0.0,31.0,Rarely,Analytics,8.0,Statistics,Male,48.0,3.0,1.0,Manager,2.0,0.0,3.0,0.0,27.0,10.0,1.0,7.0,Married,20915.0,train
5110110.0,0.0,49.0,Rarely,Analytics,5.0,CA,Male,55.0,4.0,3.0,VP,3.0,1.0,2.0,0.0,18.0,23.0,0.0,0.0,Married,33711.0,train
5110111.0,0.0,30.0,Rarely,Analytics,12.0,Other,Male,32.0,4.0,3.0,Executive,2.0,0.0,1.0,0.0,23.0,5.0,3.0,3.0,Single,19983.0,train
5110112.0,0.0,29.0,Rarely,Analytics,13.0,Other,Female,61.0,3.0,1.0,Manager,3.0,0.0,4.0,0.0,19.0,11.0,2.0,8.0,Single,19660.0,train
5110113.0,1.0,29.0,Rarely,Sales,9.0,Marketing Diploma,Female,52.0,5.0,3.0,Executive,4.0,0.0,1.0,0.0,18.0,2.0,2.0,2.0,Single,17760.0,train
5110114.0,0.0,25.0,No,Sales,16.0,Statistics,Female,80.0,3.0,3.0,Executive,4.0,0.0,2.0,0.0,19.0,2.0,1.0,1.0,Married,18033.0,train
5110115.0,1.0,41.0,Rarely,Analytics,13.0,Engineer,Female,49.0,3.0,3.0,VP,3.0,0.0,1.0,0.0,17.0,23.0,15.0,8.0,Divorced,34545.0,train
5110116.0,0.0,32.0,Rarely,Analytics,1.0,Statistics,Male,66.0,3.0,5.0,Manager,4.0,1.0,1.0,0.0,22.0,10.0,0.0,9.0,Married,21220.0,train
5110117.0,0.0,35.0,Rarely,Analytics,23.0,Engineer,Female,61.0,1.0,4.0,Executive,3.0,1.0,1.0,0.0,23.0,3.0,1.0,1.0,Married,18585.0,train
5110118.0,0.0,28.0,Rarely,Analytics,10.0,CA,Female,57.0,4.0,5.0,Manager,5.0,1.0,9.0,0.0,20.0,10.0,1.0,8.0,Single,22811.0,train
5110119.0,0.0,30.0,Rarely,Sales,6.0,Marketing Diploma,Female,30.0,4.0,3.0,Manager,3.0,0.0,1.0,0.0,18.0,10.0,1.0,2.0,Married,21118.0,train
5110120.0,1.0,31.0,Rarely,Sales,4.0,Statistics,Male,66.0,4.0,2.0,Manager,5.0,1.0,2.0,0.0,17.0,11.0,7.0,8.0,Married,25714.0,train
5110121.0,0.0,32.0,Rarely,Analytics,6.0,Statistics,Male,80.0,1.0,1.0,Executive,4.0,0.0,0.0,1.0,17.0,7.0,0.0,5.0,Married,18298.0,train
5110122.0,0.0,31.0,Rarely,Analytics,1.0,CA,Male,57.0,3.0,1.0,Executive,4.0,1.0,1.0,0.0,22.0,1.0,1.0,0.0,Single,17501.0,train
5110123.0,0.0,43.0,Rarely,Analytics,21.0,Statistics,Male,37.0,3.0,5.0,Manager,5.0,0.0,7.0,1.0,23.0,10.0,2.0,3.0,Married,21410.0,train
5110124.0,1.0,35.0,Yes,Sales,13.0,Other,Male,36.0,3.0,2.0,Manager,1.0,1.0,3.0,1.0,29.0,13.0,6.0,7.0,Single,19581.0,train
5110125.0,1.0,36.0,Rarely,Analytics,26.0,Statistics,Male,52.0,4.0,4.0,Manager,3.0,1.0,4.0,1.0,19.0,9.0,1.0,2.0,Divorced,21916.0,train
5110126.0,0.0,36.0,No,Sales,11.0,Marketing Diploma,Female,80.0,4.0,5.0,Senior Manager,2.0,0.0,5.0,1.0,17.0,17.0,5.0,13.0,Divorced,26377.0,train
5110127.0,0.0,40.0,No,Analytics,10.0,Statistics,Male,63.0,4.0,3.0,Manager,2.0,1.0,9.0,0.0,19.0,5.0,0.0,2.0,Divorced,19876.0,train
5110128.0,0.0,38.0,Yes,Analytics,7.0,Statistics,Male,72.0,4.0,1.0,Manager,3.0,0.0,2.0,0.0,16.0,10.0,7.0,7.0,Married,20321.0,train
5110129.0,0.0,24.0,Rarely,Analytics,7.0,CA,Female,53.0,3.0,1.0,Executive,4.0,1.0,2.0,0.0,19.0,4.0,2.0,3.0,Single,19295.0,train
5110130.0,1.0,38.0,Rarely,Analytics,30.0,CA,Male,70.0,3.0,3.0,Manager,5.0,0.0,7.0,1.0,24.0,17.0,0.0,0.0,Divorced,21673.0,train
5110131.0,0.0,38.0,Rarely,Sales,13.0,Statistics,Female,60.0,4.0,1.0,Manager,2.0,1.0,3.0,1.0,20.0,9.0,1.0,1.0,Married,22694.0,train
5110132.0,0.0,29.0,Rarely,Sales,6.0,CA,Female,80.0,3.0,4.0,Executive,4.0,0.0,2.0,0.0,25.0,2.0,1.0,3.0,Married,18856.0,train
5110133.0,0.0,34.0,Rarely,Sales,1.0,Engineer,Male,64.0,4.0,1.0,Senior Manager,3.0,0.0,1.0,1.0,19.0,10.0,8.0,6.0,Divorced,22083.0,train
5110134.0,1.0,33.0,Rarely,Sales,7.0,CA,Male,34.0,5.0,4.0,Senior Manager,2.0,0.0,2.0,0.0,17.0,15.0,10.0,9.0,Divorced,26400.0,train
5110135.0,1.0,38.0,Rarely,Analytics,5.0,Other,Male,64.0,4.0,5.0,Executive,3.0,0.0,7.0,1.0,21.0,8.0,1.0,1.0,Single,18090.0,train
5110136.0,1.0,36.0,Rarely,Analytics,17.0,Other,Male,41.0,4.0,2.0,Executive,4.0,1.0,2.0,1.0,30.0,6.0,1.0,3.0,Married,19743.0,train
5110137.0,0.0,38.0,Rarely,Analytics,13.0,Statistics,Female,44.0,1.0,1.0,Senior Manager,1.0,0.0,2.0,1.0,31.0,17.0,7.0,9.0,Married,29744.0,train
5110138.0,0.0,36.0,No,Sales,1.0,CA,Female,45.0,3.0,5.0,Manager,1.0,0.0,4.0,0.0,20.0,7.0,0.0,0.0,Single,21653.0,train
5110139.0,0.0,46.0,Yes,Analytics,19.0,CA,Female,56.0,3.0,5.0,Senior Manager,3.0,0.0,5.0,0.0,16.0,28.0,1.0,2.0,Divorced,25527.0,train
5110140.0,0.0,35.0,Rarely,Marketing,27.0,Statistics,Female,31.0,3.0,5.0,Senior Manager,1.0,0.0,1.0,1.0,21.0,9.0,7.0,7.0,Single,23837.0,train
5110141.0,0.0,38.0,Rarely,Sales,8.0,CA,Female,44.0,1.0,3.0,Manager,5.0,0.0,1.0,1.0,29.0,8.0,7.0,7.0,Married,20605.0,train
5110142.0,0.0,28.0,Yes,Sales,8.0,Statistics,Male,55.0,3.0,4.0,Manager,5.0,0.0,0.0,0.0,19.0,5.0,1.0,3.0,Single,19898.0,train
5110143.0,0.0,39.0,Yes,Analytics,5.0,CA,Female,44.0,4.0,4.0,Executive,4.0,1.0,2.0,0.0,28.0,5.0,4.0,4.0,Single,18440.0,train
5110144.0,0.0,41.0,Rarely,Sales,1.0,Marketing Diploma,Male,49.0,2.0,3.0,Senior Manager,5.0,1.0,1.0,0.0,20.0,10.0,0.0,7.0,Divorced,23392.0,train
5110145.0,0.0,51.0,Rarely,Analytics,3.0,CA,Male,54.0,5.0,5.0,Manager,4.0,0.0,5.0,0.0,23.0,13.0,1.0,2.0,Married,20482.0,train
5110146.0,0.0,34.0,Rarely,Analytics,8.0,Statistics,Female,65.0,4.0,2.0,Executive,2.0,0.0,2.0,0.0,19.0,3.0,1.0,3.0,Divorced,18911.0,train
